Pincode,Location,Taluk,District,,State,,
515281,Amarapuram,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
508207,Miryalgudda,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
524318,Vidavalur,Taluk,Nellore,District,ANDHRA PRADESH,State,
518405,Kurnool,Taluk,Kurnool,District,ANDHRA PRADESH,State,
506101,Mahabubabad,Taluk,Warangal,District,ANDHRA PRADESH,State,
508101,Alair,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
535573,Bobbili,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
523274,Kandukur,Taluk,Prakasam,District,ANDHRA PRADESH,State,
532190,Sarubujjili Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
531030,Chodavaram,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
535240,Alamanda Rs,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
535240,Alamanda,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
501101,Vicarabad,Taluk,K.V.Rangareddy,District,ANDHRA PRADESH,State,
509352,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
509152,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
518112,Banaganapalle,Taluk,Kurnool,District,ANDHRA PRADESH,State,
518543,Allagadda,Taluk,Kurnool,District,ANDHRA PRADESH,State,
515002,Anantapur,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
533233,Alamuru,Taluk,East Godavari,District,ANDHRA PRADESH,State,
534126,West Godavari,West Godavari,District,ANDHRA PRADESH,ANDHRA PRADESH,,
516003,Cuddapah,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
506112,Kesamudram,Taluk,Warangal,District,ANDHRA PRADESH,State,
522312,Turumella,Taluk,Guntur,District,ANDHRA PRADESH,State,
521340,Kaikalur,Taluk,Krishna,District,ANDHRA PRADESH,State,
517591,Nindra,Taluk,Chittoor,District,ANDHRA PRADESH,State,
517415,Palamaner,Taluk,Chittoor,District,ANDHRA PRADESH,State,
518465,Devanakonda,Taluk,Kurnool,District,ANDHRA PRADESH,State,
517645,Srikalahasti,Taluk,Chittoor,District,ANDHRA PRADESH,State,
518165,Koilkuntla,Taluk,Kurnool,District,ANDHRA PRADESH,State,
518463,Kurnool,Taluk,Kurnool,District,ANDHRA PRADESH,State,
522617,Rompicherla,Taluk,Guntur,District,ANDHRA PRADESH,State,
516350,Vaimpalle,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
523212,Ongole,Taluk,Prakasam,District,ANDHRA PRADESH,State,
523304,Kanigiri,Taluk,Prakasam,District,ANDHRA PRADESH,State,
533101,Rajahmundry (Urban),Taluk,East Godavari,District,ANDHRA PRADESH,State,
518220,Kurnool,Kurnool,District,ANDHRA PRADESH,ANDHRA PRADESH,,
504201,Chennur,Taluk,Adilabad,District,ANDHRA PRADESH,State,
509412,Thelkapally,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
502318,Zaheerabad,Taluk,Medak,District,ANDHRA PRADESH,State,
505527,Thimmapur,Taluk,Karim Nagar,District,ANDHRA PRADESH,State,
500078,Hyd,Taluk,Hyderabad,District,ANDHRA PRADESH,State,
516339,Payasampalle,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
532185,Srikakulam Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
517571,Vadamalapeta,Taluk,Chittoor,District,ANDHRA PRADESH,State,
524131,Gudur,Taluk,Nellore,District,ANDHRA PRADESH,State,
506221,Buchannapet,Taluk,Warangal,District,ANDHRA PRADESH,State,
509110,Cckunta,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
502281,Medak,Medak,District,ANDHRA PRADESH,ANDHRA PRADESH,,
534448,Buttayagudem,Taluk,West Godavari,District,ANDHRA PRADESH,State,
532425,Jalumuru Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
535204,Pusapatirega,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
516356,Mydekur,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
502269,Alladurg,Taluk,Medak,District,ANDHRA PRADESH,State,
518543,Allagadda,Taluk,Kurnool,District,ANDHRA PRADESH,State,
517582,Karvetinagar,Taluk,Chittoor,District,ANDHRA PRADESH,State,
524312,Marripadu,Taluk,Nellore,District,ANDHRA PRADESH,State,
534146,Pentapadu Mandalam,Taluk,West Godavari,District,ANDHRA PRADESH,State,
522256,Bhattiprolu,Taluk,Guntur,District,ANDHRA PRADESH,State,
507204,Bonnakal,Taluk,Khammam,District,ANDHRA PRADESH,State,
507101,Kothagudem,Taluk,Khammam,District,ANDHRA PRADESH,State,
522262,Kuchinapudi,Taluk,Guntur,District,ANDHRA PRADESH,State,
501141,Rangareddy,Taluk,K.V.Rangareddy,District,ANDHRA PRADESH,State,
515766,Kundurpi,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
521101,Krishna,Taluk,Krishna,District,ANDHRA PRADESH,State,
533217,Allavaram,Taluk,East Godavari,District,ANDHRA PRADESH,State,
522259,Cherukupalli,Taluk,Guntur,District,ANDHRA PRADESH,State,
500087,Tirumalagiri,Taluk,Hyderabad,District,ANDHRA PRADESH,State,
532445,Burja Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
524203,Kavali,Taluk,Nellore,District,ANDHRA PRADESH,State,
524152,Damavaram,Taluk,Nellore,District,ANDHRA PRADESH,State,
507203,Aswapuram,Taluk,Khammam,District,ANDHRA PRADESH,State,
523373,Giddalur,Taluk,Prakasam,District,ANDHRA PRADESH,State,
532403,Etcherla Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
533407,Kotananduru,Taluk,East Godavari,District,ANDHRA PRADESH,State,
502318,Zaheerabad,Taluk,Medak,District,ANDHRA PRADESH,State,
505460,Raikal,Taluk,Karim Nagar,District,ANDHRA PRADESH,State,
502310,Medak,Medak,District,ANDHRA PRADESH,ANDHRA PRADESH,,
507318,Vvpalem,Taluk,Khammam,District,ANDHRA PRADESH,State,
524002,Nellore,Taluk,Nellore,District,ANDHRA PRADESH,State,
518134,Koilkuntla,Taluk,Kurnool,District,ANDHRA PRADESH,State,
524315,Allur Mandalam,Taluk,Nellore,District,ANDHRA PRADESH,State,
521181,Krishna,Taluk,Krishna,District,ANDHRA PRADESH,State,
521343,Mudinepelli,Taluk,Krishna,District,ANDHRA PRADESH,State,
522314,Nizampatnam,Taluk,Guntur,District,ANDHRA PRADESH,State,
523286,Ongole,Taluk,Prakasam,District,ANDHRA PRADESH,State,
516150,Nandalur,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
502273,Jogipet,Taluk,Medak,District,ANDHRA PRADESH,State,
516001,Cuddapah,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
505305,Yellareddipet,Taluk,Karim Nagar,District,ANDHRA PRADESH,State,
503224,Nizamabad,Taluk,Nizamabad,District,ANDHRA PRADESH,State,
504110,Nirmal,Taluk,Adilabad,District,ANDHRA PRADESH,State,
524345,Podalakur,Taluk,Nellore,District,ANDHRA PRADESH,State,
524132,Venkatagiri,Taluk,Nellore,District,ANDHRA PRADESH,State,
507133,Charla,Taluk,Khammam,District,ANDHRA PRADESH,State,
532426,Saravakota Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
535218,Nellimarla,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
535250,S Kota,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
501503,Rangareddy,Taluk,K.V.Rangareddy,District,ANDHRA PRADESH,State,
509132,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
518395,Kurnool,Taluk,Kurnool,District,ANDHRA PRADESH,State,
515415,Tadipatri,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
522124,Ponnuru,Taluk,Guntur,District,ANDHRA PRADESH,State,
523182,Kotha Patnam,Taluk,Prakasam,District,ANDHRA PRADESH,State,
502247,Medak,Medak,District,ANDHRA PRADESH,ANDHRA PRADESH,,
508202,Nalgonda,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
509408,Keshampet,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
500010,Tirumalagiri,Taluk,Hyderabad,District,ANDHRA PRADESH,State,
509125,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
509381,Kothakota,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
518467,Kurnool,Taluk,Kurnool,District,ANDHRA PRADESH,State,
515556,Amadagur,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
532185,Amadalavalasa,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
516193,Porumamilla,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
515144,Puttaparthi,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
518216,Kurnool,Taluk,Kurnool,District,ANDHRA PRADESH,State,
531001,Anakapalle,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
532218,Vajrapukotturu Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
531117,Narsipatnam,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
533201,Amalapuram,Taluk,East Godavari,District,ANDHRA PRADESH,State,
533201,Amalapuram,Taluk,East Godavari,District,ANDHRA PRADESH,State,
531162,Visakhapatnam.,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
524345,Podalakur,Taluk,Nellore,District,ANDHRA PRADESH,State,
508374,Miryalguda,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
509321,Amangal,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
506101,Mah'bad,Taluk,Warangal,District,ANDHRA PRADESH,State,
524303,Revur,Taluk,Nellore,District,ANDHRA PRADESH,State,
532429,Polaki Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
515281,Amarapuram,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
533448,Kothapalli,Taluk,East Godavari,District,ANDHRA PRADESH,State,
507114,Burgampahad,Taluk,Khammam,District,ANDHRA PRADESH,State,
508204,Huzurnagar,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
522007,Guntur,Taluk,Guntur,District,ANDHRA PRADESH,State,
522020,Guntur,Taluk,Guntur,District,ANDHRA PRADESH,State,
522325,Amartaluru,Taluk,Guntur,District,ANDHRA PRADESH,State,
535216,Bhogapuram,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
532122,Regidi Amadalavalasa,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
533214,Ambajipeta,Taluk,East Godavari,District,ANDHRA PRADESH,State,
517588,Satyavedu,Taluk,Chittoor,District,ANDHRA PRADESH,State,
516390,Pulivendla,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
532123,Regidi Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
505102,Karim Nagar,Karim Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
508277,Nalgonda,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
505474,Karim Nagar,Karim Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
503235,Nizamabad,Taluk,Nizamabad,District,ANDHRA PRADESH,State,
520012,Krishna,Taluk,Krishna,District,ANDHRA PRADESH,State,
521109,Telaprolu,Taluk,Krishna,District,ANDHRA PRADESH,State,
522415,Gurazalla,Taluk,Guntur,District,ANDHRA PRADESH,State,
504202,Khanapur,Taluk,Adilabad,District,ANDHRA PRADESH,State,
505526,Karim Nagar,Karim Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
505306,Kathalapur,Taluk,Karim Nagar,District,ANDHRA PRADESH,State,
507203,Madhira,Taluk,Khammam,District,ANDHRA PRADESH,State,
535003,Bondapalli,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
505504,Karim Nagar,Karim Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
509401,Lingala,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
516293,Vallur,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
516434,Jammalamdugu,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
523357,Giddalur,Taluk,Prakasam,District,ANDHRA PRADESH,State,
523112,Kanigiri,Taluk,Prakasam,District,ANDHRA PRADESH,State,
502103,Siddipet,Taluk,Medak,District,ANDHRA PRADESH,State,
521165,Vuyyuru,Taluk,Krishna,District,ANDHRA PRADESH,State,
503123,Kamareddy,Taluk,Nizamabad,District,ANDHRA PRADESH,State,
500044,Musheerabad,Taluk,Hyderabad,District,ANDHRA PRADESH,State,
500013,Amberpet,Taluk,Hyderabad,District,ANDHRA PRADESH,State,
534401,Pulla,Taluk,West Godavari,District,ANDHRA PRADESH,State,
501504,Rangareddy,Taluk,K.V.Rangareddy,District,ANDHRA PRADESH,State,
503180,Nizamabad,Taluk,Nizamabad,District,ANDHRA PRADESH,State,
509210,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
531055,Anakapalle,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
506122,Nekkonda,Taluk,Warangal,District,ANDHRA PRADESH,State,
508206,Nalgonda,Nalgonda,District,ANDHRA PRADESH,ANDHRA PRADESH,,
522529,Phirangipuram,Taluk,Guntur,District,ANDHRA PRADESH,State,
502032,Ramachandrapuram,Taluk,Medak,District,ANDHRA PRADESH,State,
509325,Maheswaram,Taluk,K.V.Rangareddy,District,ANDHRA PRADESH,State,
509130,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
509132,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
515301,Madakasira,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
515651,Hindupur,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
515822,Uravakonda,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
517291,Gurramkonda,Taluk,Chittoor,District,ANDHRA PRADESH,State,
518390,Tuggali,Taluk,Kurnool,District,ANDHRA PRADESH,State,
521250,Krishna,Taluk,Krishna,District,ANDHRA PRADESH,State,
509382,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
535126,Therlam,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
535523,Gummalakshmipuram,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
533305,Pamarru,Taluk,East Godavari,District,ANDHRA PRADESH,State,
507116,Manuguru,Taluk,Khammam,District,ANDHRA PRADESH,State,
507160,Nkpally,Taluk,Khammam,District,ANDHRA PRADESH,State,
533401,Tuni,Taluk,East Godavari,District,ANDHRA PRADESH,State,
505450,Ibrahimpatnam,Taluk,Karim Nagar,District,ANDHRA PRADESH,State,
515445,Tadpatri,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
508254,Nalgonda,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
523180,Ongole,Taluk,Prakasam,District,ANDHRA PRADESH,State,
505480,Karim Nagar,Karim Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
523330,Markapur,Taluk,Prakasam,District,ANDHRA PRADESH,State,
506381,Dornakal,Taluk,Warangal,District,ANDHRA PRADESH,State,
507305,Tanikella,Taluk,Khammam,District,ANDHRA PRADESH,State,
517641,Thondamanadu,Taluk,Chittoor,District,ANDHRA PRADESH,State,
523116,Voletivaripalem,Taluk,Prakasam,District,ANDHRA PRADESH,State,
524404,Balayapalli,Taluk,Nellore,District,ANDHRA PRADESH,State,
507158,Gokinepalli,Taluk,Khammam,District,ANDHRA PRADESH,State,
506163,Turrur,Taluk,Warangal,District,ANDHRA PRADESH,State,
506224,Narmetta,Taluk,Warangal,District,ANDHRA PRADESH,State,
509340,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
509110,Cckunta,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
523281,Kandukur,Taluk,Prakasam,District,ANDHRA PRADESH,State,
524345,Podalakur,Taluk,Nellore,District,ANDHRA PRADESH,State,
509104,Veepangandla,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
533436,Rajavommangi,Taluk,East Godavari,District,ANDHRA PRADESH,State,
521403,Gampalagudem,Taluk,Krishna,District,ANDHRA PRADESH,State,
518135,Dornipadu,Taluk,Kurnool,District,ANDHRA PRADESH,State,
533436,Rajavommangi,Taluk,East Godavari,District,ANDHRA PRADESH,State,
531001,Anakapalle,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
535557,Balijipeta,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
532404,Gara Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
509201,Amrabad,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
503003,Nizamabad,Taluk,Nizamabad,District,ANDHRA PRADESH,State,
501202,Rangareddy,Taluk,K.V.Rangareddy,District,ANDHRA PRADESH,State,
508207,Miryalguda,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
531035,Anakapalle,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
502109,Medak,Medak,District,ANDHRA PRADESH,ANDHRA PRADESH,,
517421,Chittoor,Taluk,Chittoor,District,ANDHRA PRADESH,State,
533284,Gangavaram,Taluk,East Godavari,District,ANDHRA PRADESH,State,
505470,Karim Nagar,Karim Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
521312,Vunguturu,Taluk,Krishna,District,ANDHRA PRADESH,State,
521324,Bantumilli,Taluk,Krishna,District,ANDHRA PRADESH,State,
522314,Nizampatnam,Taluk,Guntur,District,ANDHRA PRADESH,State,
522257,Bhattiprole,Taluk,Guntur,District,ANDHRA PRADESH,State,
524132,Venkatagiri,Taluk,Nellore,District,ANDHRA PRADESH,State,
502278,Gujvail,Taluk,Medak,District,ANDHRA PRADESH,State,
508285,Nalgonda,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
501512,Rangareddy,Taluk,K.V.Rangareddy,District,ANDHRA PRADESH,State,
508213,Suryapet,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
531001,Anakapalle,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
523270,Kandukur,Taluk,Prakasam,District,ANDHRA PRADESH,State,
523212,Ongole,Taluk,Prakasam,District,ANDHRA PRADESH,State,
521327,Nandivada,Taluk,Krishna,District,ANDHRA PRADESH,State,
522213,Chebrole,Taluk,Guntur,District,ANDHRA PRADESH,State,
523105,Kandukur,Taluk,Prakasam,District,ANDHRA PRADESH,State,
531022,Chodavaram,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
532168,Sigadam Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
535280,Gurla,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
530052,Visakhapatnam,Visakhapatnam,District,ANDHRA PRADESH,ANDHRA PRADESH,,
516172,S.Mydukur,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
500047,Tirumalagiri,Taluk,Hyderabad,District,ANDHRA PRADESH,State,
503188,Nizamabad,Taluk,Nizamabad,District,ANDHRA PRADESH,State,
500004,Khairatabad,Taluk,Hyderabad,District,ANDHRA PRADESH,State,
501101,Rangareddy,Taluk,K.V.Rangareddy,District,ANDHRA PRADESH,State,
515001,Anantapur,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
515002,Anantapur,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
515001,Anantapur,Taluk,Ananthapur,District,ANDHRA PRADESH,State,
516355,Mydekur,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
500015,Hyd,Taluk,Hyderabad,District,ANDHRA PRADESH,State,
524302,Anantasagaram,Taluk,Nellore,District,ANDHRA PRADESH,State,
522236,Tadikonda,Taluk,Guntur,District,ANDHRA PRADESH,State,
523315,Markapur,Taluk,Prakasam,District,ANDHRA PRADESH,State,
522301,Anantavaram,Taluk,Guntur,District,ANDHRA PRADESH,State,
503186,Nizamabad,Taluk,Nizamabad,District,ANDHRA PRADESH,State,
505402,Ellanthakunta,Taluk,Karim Nagar,District,ANDHRA PRADESH,State,
508206,Huzurnagar,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
533436,Rajavommangi,Taluk,East Godavari,District,ANDHRA PRADESH,State,
535145,Ananthagiri,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
516107,Pullampeta,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
524407,Sydapuram,Taluk,Nellore,District,ANDHRA PRADESH,State,
505524,Boenpalli,Taluk,Karim Nagar,District,ANDHRA PRADESH,State,
534111,Nallajerla Mandal,Taluk,West Godavari,District,ANDHRA PRADESH,State,
509125,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
516257,Lakkireddipalle,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
524225,Siddanakonduru,Taluk,Nellore,District,ANDHRA PRADESH,State,
524344,Muthukur,Taluk,Nellore,District,ANDHRA PRADESH,State,
516105,Kodur,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
516105,Kodur,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
516228,Badvel,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
505402,Ellanthakunta,Taluk,Karim Nagar,District,ANDHRA PRADESH,State,
506101,Mah'bad,Taluk,Warangal,District,ANDHRA PRADESH,State,
507301,Aswaraopet,Taluk,Khammam,District,ANDHRA PRADESH,State,
508101,Nalgonda,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
508213,Suryapet,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
507117,Manugurq,Taluk,Khammam,District,ANDHRA PRADESH,State,
502247,Medak,Medak,District,ANDHRA PRADESH,ANDHRA PRADESH,,
502286,Narayankhed,Taluk,Medak,District,ANDHRA PRADESH,State,
506371,Hasanparthy,Taluk,Warangal,District,ANDHRA PRADESH,State,
507208,Chintakani,Taluk,Khammam,District,ANDHRA PRADESH,State,
516107,Badvel,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
502345,Sadasivpet,Taluk,Medak,District,ANDHRA PRADESH,State,
509401,Balmoor,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
522410,Krosuru,Taluk,Guntur,District,ANDHRA PRADESH,State,
523274,Kandukur,Taluk,Prakasam,District,ANDHRA PRADESH,State,
523301,Ongole,Taluk,Prakasam,District,ANDHRA PRADESH,State,
531219,Viskhapatnam,Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
522017,Guntur,Taluk,Guntur,District,ANDHRA PRADESH,State,
507101,Kothagudem,Taluk,Khammam,District,ANDHRA PRADESH,State,
502267,Medak,Medak,District,ANDHRA PRADESH,ANDHRA PRADESH,,
502306,Sangareddy,Taluk,Medak,District,ANDHRA PRADESH,State,
522235,Pedanandipadu,Taluk,Guntur,District,ANDHRA PRADESH,State,
533342,Anaparthy,Taluk,East Godavari,District,ANDHRA PRADESH,State,
507160,Nkpally,Taluk,Khammam,District,ANDHRA PRADESH,State,
533222,Uppalaguptan Mandal,Taluk,East Godavari,District,ANDHRA PRADESH,State,
508116,Nalgonda,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
503123,Kamareddy,Taluk,Nizamabad,District,ANDHRA PRADESH,State,
534240,West Godavari,West Godavari,District,ANDHRA PRADESH,ANDHRA PRADESH,,
506381,Dornakal,Taluk,Warangal,District,ANDHRA PRADESH,State,
504296,Sirpur (t),Taluk,Adilabad,District,ANDHRA PRADESH,State,
502108,Dubbak,Taluk,Medak,District,ANDHRA PRADESH,State,
532425,Jalumuru Mandal,Taluk,Srikakulam,District,ANDHRA PRADESH,State,
500044,Musheerabad,Taluk,Hyderabad,District,ANDHRA PRADESH,State,
530003,Visakhapatnam (Urban),Taluk,Visakhapatnam,District,ANDHRA PRADESH,State,
524004,Nellore,Taluk,Nellore,District,ANDHRA PRADESH,State,
503213,Nizamabad,Nizamabad,District,ANDHRA PRADESH,ANDHRA PRADESH,,
502273,Andole,Taluk,Medak,District,ANDHRA PRADESH,State,
535273,Bondapalli,Taluk,Vizianagaram,District,ANDHRA PRADESH,State,
509321,Madgul,Taluk,Mahabub Nagar,District,ANDHRA PRADESH,State,
522647,Vinukonda,Taluk,Guntur,District,ANDHRA PRADESH,State,
504231,Luxettipet,Taluk,Adilabad,District,ANDHRA PRADESH,State,
504109,Nirmal,Taluk,Adilabad,District,ANDHRA PRADESH,State,
522410,Krosuru,Taluk,Guntur,District,ANDHRA PRADESH,State,
502220,Zaheerabad,Taluk,Medak,District,ANDHRA PRADESH,State,
524203,Anemadugu,Taluk,Nellore,District,ANDHRA PRADESH,State,
524123,Sullurpeta,Taluk,Nellore,District,ANDHRA PRADESH,State,
506315,Maripeda,Taluk,Warangal,District,ANDHRA PRADESH,State,
509336,Mahabub Nagar,Mahabub Nagar,District,ANDHRA PRADESH,ANDHRA PRADESH,,
508255,Chandur,Taluk,Nalgonda,District,ANDHRA PRADESH,State,
522211,Angalakudur,Taluk,Guntur,District,ANDHRA PRADESH,State,
517325,Madanapalle,Taluk,Chittoor,District,ANDHRA PRADESH,State,
522658,Ipuru,Taluk,Guntur,District,ANDHRA PRADESH,State,
521330,Gudlavalleru,Taluk,Krishna,District,ANDHRA PRADESH,State,
533307,Kapileswarapuram,Taluk,East Godavari,District,ANDHRA PRADESH,State,
504201,Chennur,Taluk,Adilabad,District,ANDHRA PRADESH,State,
521190,Krishna,Taluk,Krishna,District,ANDHRA PRADESH,State,
523112,Kanigiri,Taluk,Prakasam,District,ANDHRA PRADESH,State,
524321,Survepalli,Taluk,Nellore,District,ANDHRA PRADESH,State,
516321,Verrapanayanipalle,Taluk,Cuddapah,District,ANDHRA PRADESH,State,
